"AGE","SEX","TNM_N_cat","TNM_T_cat","no_metastasis","metastasis","risk_level"
56,"2","N2","Other/Unknown",0.7358,0.2642,"LOW"
57,"2","N2","Other/Unknown",0.7503,0.2497,"LOW"
58,"2","N2","Other/Unknown",0.7125,0.2875,"LOW"
59,"2","N2","Other/Unknown",0.7166,0.2834,"LOW"
60,"2","N2","Other/Unknown",0.7126,0.2874,"LOW"
61,"2","N2","Other/Unknown",0.7522,0.2478,"LOW"
62,"2","N2","Other/Unknown",0.7554,0.2446,"LOW"
63,"2","N2","Other/Unknown",0.7533,0.2467,"LOW"
64,"2","N2","Other/Unknown",0.7514,0.2486,"LOW"
65,"2","N2","Other/Unknown",0.751,0.249,"LOW"
66,"2","N2","Other/Unknown",0.7686,0.2314,"LOW"
67,"2","N2","Other/Unknown",0.7469,0.2531,"LOW"
68,"2","N2","Other/Unknown",0.765,0.235,"LOW"
69,"2","N2","Other/Unknown",0.777,0.223,"LOW"
70,"2","N2","Other/Unknown",0.7717,0.2283,"LOW"
71,"2","N2","Other/Unknown",0.668,0.332,"LOW"
72,"2","N2","Other/Unknown",0.7117,0.2883,"LOW"
73,"2","N2","Other/Unknown",0.7247,0.2753,"LOW"
74,"2","N2","Other/Unknown",0.7604,0.2396,"LOW"
75,"2","N2","Other/Unknown",0.7553,0.2447,"LOW"
76,"2","N2","Other/Unknown",0.6732,0.3268,"LOW"
77,"2","N2","Other/Unknown",0.6155,0.3845,"LOW"
78,"2","N2","Other/Unknown",0.6452,0.3548,"LOW"
79,"2","N2","Other/Unknown",0.7139,0.2861,"LOW"
80,"2","N2","Other/Unknown",0.6864,0.3136,"LOW"
81,"2","N2","Other/Unknown",0.6687,0.3313,"LOW"
82,"2","N2","Other/Unknown",0.7701,0.2299,"LOW"
83,"2","N2","Other/Unknown",0.782,0.218,"LOW"
84,"2","N2","Other/Unknown",0.7856,0.2144,"LOW"
85,"2","N2","Other/Unknown",0.7694,0.2306,"LOW"
86,"2","N2","Other/Unknown",0.7863,0.2137,"LOW"
87,"2","N2","Other/Unknown",0.757,0.243,"LOW"
88,"2","N2","Other/Unknown",0.8039,0.1961,"LOW"
89,"2","N2","Other/Unknown",0.7779,0.2221,"LOW"
90,"2","N2","Other/Unknown",0.7655,0.2345,"LOW"
91,"2","N2","Other/Unknown",0.7655,0.2345,"LOW"
92,"2","N2","Other/Unknown",0.7655,0.2345,"LOW"
93,"2","N2","Other/Unknown",0.7655,0.2345,"LOW"
94,"2","N2","Other/Unknown",0.7655,0.2345,"LOW"
95,"2","N2","Other/Unknown",0.7655,0.2345,"LOW"
96,"2","N2","Other/Unknown",0.7655,0.2345,"LOW"
97,"2","N2","Other/Unknown",0.7655,0.2345,"LOW"
98,"2","N2","Other/Unknown",0.7655,0.2345,"LOW"
99,"2","N2","Other/Unknown",0.7655,0.2345,"LOW"
0,"1","N3","Other/Unknown",0.8917,0.1083,"LOW"
1,"1","N3","Other/Unknown",0.8917,0.1083,"LOW"
2,"1","N3","Other/Unknown",0.8917,0.1083,"LOW"
3,"1","N3","Other/Unknown",0.8926,0.1074,"LOW"
4,"1","N3","Other/Unknown",0.8926,0.1074,"LOW"
5,"1","N3","Other/Unknown",0.8926,0.1074,"LOW"
6,"1","N3","Other/Unknown",0.8926,0.1074,"LOW"
7,"1","N3","Other/Unknown",0.8926,0.1074,"LOW"
8,"1","N3","Other/Unknown",0.8926,0.1074,"LOW"
9,"1","N3","Other/Unknown",0.8926,0.1074,"LOW"
10,"1","N3","Other/Unknown",0.8926,0.1074,"LOW"
11,"1","N3","Other/Unknown",0.8926,0.1074,"LOW"
12,"1","N3","Other/Unknown",0.8926,0.1074,"LOW"
13,"1","N3","Other/Unknown",0.8926,0.1074,"LOW"
14,"1","N3","Other/Unknown",0.8926,0.1074,"LOW"
15,"1","N3","Other/Unknown",0.8926,0.1074,"LOW"
16,"1","N3","Other/Unknown",0.8846,0.1154,"LOW"
17,"1","N3","Other/Unknown",0.902,0.098,"LOW"
18,"1","N3","Other/Unknown",0.876,0.124,"LOW"
19,"1","N3","Other/Unknown",0.867,0.133,"LOW"
20,"1","N3","Other/Unknown",0.8941,0.1059,"LOW"
21,"1","N3","Other/Unknown",0.8556,0.1444,"LOW"
22,"1","N3","Other/Unknown",0.9275,0.0725,"LOW"
23,"1","N3","Other/Unknown",0.933,0.067,"LOW"
24,"1","N3","Other/Unknown",0.933,0.067,"LOW"
25,"1","N3","Other/Unknown",0.9301,0.0699,"LOW"
26,"1","N3","Other/Unknown",0.7968,0.2032,"LOW"
27,"1","N3","Other/Unknown",0.8771,0.1229,"LOW"
28,"1","N3","Other/Unknown",0.8626,0.1374,"LOW"
29,"1","N3","Other/Unknown",0.7751,0.2249,"LOW"
30,"1","N3","Other/Unknown",0.7206,0.2794,"LOW"
31,"1","N3","Other/Unknown",0.8468,0.1532,"LOW"
32,"1","N3","Other/Unknown",0.8646,0.1354,"LOW"
33,"1","N3","Other/Unknown",0.8442,0.1558,"LOW"
34,"1","N3","Other/Unknown",0.8136,0.1864,"LOW"
35,"1","N3","Other/Unknown",0.7601,0.2399,"LOW"
36,"1","N3","Other/Unknown",0.7875,0.2125,"LOW"
37,"1","N3","Other/Unknown",0.6632,0.3368,"LOW"
38,"1","N3","Other/Unknown",0.6802,0.3198,"LOW"
39,"1","N3","Other/Unknown",0.7922,0.2078,"LOW"
40,"1","N3","Other/Unknown",0.7436,0.2564,"LOW"
41,"1","N3","Other/Unknown",0.7149,0.2851,"LOW"
42,"1","N3","Other/Unknown",0.7293,0.2707,"LOW"
43,"1","N3","Other/Unknown",0.6311,0.3689,"LOW"
44,"1","N3","Other/Unknown",0.6532,0.3468,"LOW"
45,"1","N3","Other/Unknown",0.6682,0.3318,"LOW"
46,"1","N3","Other/Unknown",0.6566,0.3434,"LOW"
47,"1","N3","Other/Unknown",0.6443,0.3557,"LOW"
48,"1","N3","Other/Unknown",0.5059,0.4941,"LOW"
49,"1","N3","Other/Unknown",0.5357,0.4643,"LOW"
50,"1","N3","Other/Unknown",0.5474,0.4526,"LOW"
51,"1","N3","Other/Unknown",0.5206,0.4794,"LOW"
52,"1","N3","Other/Unknown",0.5298,0.4702,"LOW"
53,"1","N3","Other/Unknown",0.6055,0.3945,"LOW"
54,"1","N3","Other/Unknown",0.6306,0.3694,"LOW"
55,"1","N3","Other/Unknown",0.618,0.382,"LOW"
56,"1","N3","Other/Unknown",0.6198,0.3802,"LOW"
57,"1","N3","Other/Unknown",0.6162,0.3838,"LOW"
58,"1","N3","Other/Unknown",0.6307,0.3693,"LOW"
59,"1","N3","Other/Unknown",0.6014,0.3986,"LOW"
60,"1","N3","Other/Unknown",0.6076,0.3924,"LOW"
61,"1","N3","Other/Unknown",0.6575,0.3425,"LOW"
62,"1","N3","Other/Unknown",0.6414,0.3586,"LOW"
63,"1","N3","Other/Unknown",0.6547,0.3453,"LOW"
64,"1","N3","Other/Unknown",0.6001,0.3999,"LOW"
65,"1","N3","Other/Unknown",0.6137,0.3863,"LOW"
66,"1","N3","Other/Unknown",0.5961,0.4039,"LOW"
67,"1","N3","Other/Unknown",0.6183,0.3817,"LOW"
68,"1","N3","Other/Unknown",0.6165,0.3835,"LOW"
69,"1","N3","Other/Unknown",0.6286,0.3714,"LOW"
70,"1","N3","Other/Unknown",0.6054,0.3946,"LOW"
71,"1","N3","Other/Unknown",0.5636,0.4364,"LOW"
72,"1","N3","Other/Unknown",0.5544,0.4456,"LOW"
73,"1","N3","Other/Unknown",0.635,0.365,"LOW"
74,"1","N3","Other/Unknown",0.6456,0.3544,"LOW"
75,"1","N3","Other/Unknown",0.6257,0.3743,"LOW"
76,"1","N3","Other/Unknown",0.6565,0.3435,"LOW"
77,"1","N3","Other/Unknown",0.6705,0.3295,"LOW"
78,"1","N3","Other/Unknown",0.6198,0.3802,"LOW"
79,"1","N3","Other/Unknown",0.6746,0.3254,"LOW"
80,"1","N3","Other/Unknown",0.5809,0.4191,"LOW"
81,"1","N3","Other/Unknown",0.5658,0.4342,"LOW"
82,"1","N3","Other/Unknown",0.4883,0.5117,"HIGH"
83,"1","N3","Other/Unknown",0.5484,0.4516,"LOW"
84,"1","N3","Other/Unknown",0.5657,0.4343,"LOW"
85,"1","N3","Other/Unknown",0.5078,0.4922,"LOW"
86,"1","N3","Other/Unknown",0.4746,0.5254,"HIGH"
87,"1","N3","Other/Unknown",0.5291,0.4709,"LOW"
88,"1","N3","Other/Unknown",0.5887,0.4113,"LOW"
89,"1","N3","Other/Unknown",0.4117,0.5883,"HIGH"
90,"1","N3","Other/Unknown",0.4542,0.5458,"HIGH"
91,"1","N3","Other/Unknown",0.4542,0.5458,"HIGH"
92,"1","N3","Other/Unknown",0.4542,0.5458,"HIGH"
93,"1","N3","Other/Unknown",0.4542,0.5458,"HIGH"
94,"1","N3","Other/Unknown",0.4542,0.5458,"HIGH"
95,"1","N3","Other/Unknown",0.4542,0.5458,"HIGH"
96,"1","N3","Other/Unknown",0.4542,0.5458,"HIGH"
97,"1","N3","Other/Unknown",0.4542,0.5458,"HIGH"
98,"1","N3","Other/Unknown",0.4542,0.5458,"HIGH"
99,"1","N3","Other/Unknown",0.4542,0.5458,"HIGH"
0,"2","N3","Other/Unknown",0.8629,0.1371,"LOW"
1,"2","N3","Other/Unknown",0.8629,0.1371,"LOW"
2,"2","N3","Other/Unknown",0.8629,0.1371,"LOW"
3,"2","N3","Other/Unknown",0.8631,0.1369,"LOW"
4,"2","N3","Other/Unknown",0.8631,0.1369,"LOW"
5,"2","N3","Other/Unknown",0.8631,0.1369,"LOW"
6,"2","N3","Other/Unknown",0.8631,0.1369,"LOW"
7,"2","N3","Other/Unknown",0.8631,0.1369,"LOW"
8,"2","N3","Other/Unknown",0.8631,0.1369,"LOW"
9,"2","N3","Other/Unknown",0.8631,0.1369,"LOW"
10,"2","N3","Other/Unknown",0.8631,0.1369,"LOW"
11,"2","N3","Other/Unknown",0.8631,0.1369,"LOW"
12,"2","N3","Other/Unknown",0.8631,0.1369,"LOW"
13,"2","N3","Other/Unknown",0.8631,0.1369,"LOW"
14,"2","N3","Other/Unknown",0.8631,0.1369,"LOW"
15,"2","N3","Other/Unknown",0.8625,0.1375,"LOW"
16,"2","N3","Other/Unknown",0.8545,0.1455,"LOW"
17,"2","N3","Other/Unknown",0.8742,0.1258,"LOW"
18,"2","N3","Other/Unknown",0.8542,0.1458,"LOW"
19,"2","N3","Other/Unknown",0.8853,0.1147,"LOW"
20,"2","N3","Other/Unknown",0.9044,0.0956,"LOW"
21,"2","N3","Other/Unknown",0.8974,0.1026,"LOW"
22,"2","N3","Other/Unknown",0.904,0.096,"LOW"
23,"2","N3","Other/Unknown",0.898,0.102,"LOW"
24,"2","N3","Other/Unknown",0.8945,0.1055,"LOW"
25,"2","N3","Other/Unknown",0.8285,0.1715,"LOW"
26,"2","N3","Other/Unknown",0.6399,0.3601,"LOW"
27,"2","N3","Other/Unknown",0.7517,0.2483,"LOW"
28,"2","N3","Other/Unknown",0.8172,0.1828,"LOW"
29,"2","N3","Other/Unknown",0.8802,0.1198,"LOW"
30,"2","N3","Other/Unknown",0.838,0.162,"LOW"
31,"2","N3","Other/Unknown",0.8534,0.1466,"LOW"
32,"2","N3","Other/Unknown",0.827,0.173,"LOW"
33,"2","N3","Other/Unknown",0.8652,0.1348,"LOW"
34,"2","N3","Other/Unknown",0.8288,0.1712,"LOW"
35,"2","N3","Other/Unknown",0.8816,0.1184,"LOW"
36,"2","N3","Other/Unknown",0.8782,0.1218,"LOW"
37,"2","N3","Other/Unknown",0.5613,0.4387,"LOW"
38,"2","N3","Other/Unknown",0.5952,0.4048,"LOW"
39,"2","N3","Other/Unknown",0.6692,0.3308,"LOW"
40,"2","N3","Other/Unknown",0.7576,0.2424,"LOW"
41,"2","N3","Other/Unknown",0.7009,0.2991,"LOW"
42,"2","N3","Other/Unknown",0.7151,0.2849,"LOW"
43,"2","N3","Other/Unknown",0.6656,0.3344,"LOW"
44,"2","N3","Other/Unknown",0.6631,0.3369,"LOW"
45,"2","N3","Other/Unknown",0.6531,0.3469,"LOW"
46,"2","N3","Other/Unknown",0.6801,0.3199,"LOW"
47,"2","N3","Other/Unknown",0.6815,0.3185,"LOW"
48,"2","N3","Other/Unknown",0.6313,0.3687,"LOW"
49,"2","N3","Other/Unknown",0.687,0.313,"LOW"
50,"2","N3","Other/Unknown",0.6834,0.3166,"LOW"
51,"2","N3","Other/Unknown",0.5915,0.4085,"LOW"
52,"2","N3","Other/Unknown",0.6185,0.3815,"LOW"
53,"2","N3","Other/Unknown",0.559,0.441,"LOW"
54,"2","N3","Other/Unknown",0.6592,0.3408,"LOW"
55,"2","N3","Other/Unknown",0.5961,0.4039,"LOW"
56,"2","N3","Other/Unknown",0.6341,0.3659,"LOW"
57,"2","N3","Other/Unknown",0.6649,0.3351,"LOW"
58,"2","N3","Other/Unknown",0.6288,0.3712,"LOW"
59,"2","N3","Other/Unknown",0.6469,0.3531,"LOW"
60,"2","N3","Other/Unknown",0.6431,0.3569,"LOW"
61,"2","N3","Other/Unknown",0.5784,0.4216,"LOW"
62,"2","N3","Other/Unknown",0.726,0.274,"LOW"
63,"2","N3","Other/Unknown",0.7437,0.2563,"LOW"
64,"2","N3","Other/Unknown",0.7325,0.2675,"LOW"
65,"2","N3","Other/Unknown",0.7546,0.2454,"LOW"
66,"2","N3","Other/Unknown",0.7033,0.2967,"LOW"
67,"2","N3","Other/Unknown",0.7283,0.2717,"LOW"
68,"2","N3","Other/Unknown",0.67,0.33,"LOW"
69,"2","N3","Other/Unknown",0.5793,0.4207,"LOW"
70,"2","N3","Other/Unknown",0.5717,0.4283,"LOW"
71,"2","N3","Other/Unknown",0.5461,0.4539,"LOW"
72,"2","N3","Other/Unknown",0.5099,0.4901,"LOW"
73,"2","N3","Other/Unknown",0.5999,0.4001,"LOW"
74,"2","N3","Other/Unknown",0.6006,0.3994,"LOW"
75,"2","N3","Other/Unknown",0.5807,0.4193,"LOW"
76,"2","N3","Other/Unknown",0.5351,0.4649,"LOW"
77,"2","N3","Other/Unknown",0.54,0.46,"LOW"
78,"2","N3","Other/Unknown",0.551,0.449,"LOW"
79,"2","N3","Other/Unknown",0.6919,0.3081,"LOW"
80,"2","N3","Other/Unknown",0.6092,0.3908,"LOW"
81,"2","N3","Other/Unknown",0.6141,0.3859,"LOW"
82,"2","N3","Other/Unknown",0.6293,0.3707,"LOW"
83,"2","N3","Other/Unknown",0.6929,0.3071,"LOW"
84,"2","N3","Other/Unknown",0.6739,0.3261,"LOW"
85,"2","N3","Other/Unknown",0.7771,0.2229,"LOW"
86,"2","N3","Other/Unknown",0.7489,0.2511,"LOW"
87,"2","N3","Other/Unknown",0.7643,0.2357,"LOW"
88,"2","N3","Other/Unknown",0.6996,0.3004,"LOW"
89,"2","N3","Other/Unknown",0.618,0.382,"LOW"
90,"2","N3","Other/Unknown",0.47,0.53,"HIGH"
91,"2","N3","Other/Unknown",0.47,0.53,"HIGH"
92,"2","N3","Other/Unknown",0.47,0.53,"HIGH"
93,"2","N3","Other/Unknown",0.47,0.53,"HIGH"
94,"2","N3","Other/Unknown",0.47,0.53,"HIGH"
95,"2","N3","Other/Unknown",0.47,0.53,"HIGH"
96,"2","N3","Other/Unknown",0.47,0.53,"HIGH"
97,"2","N3","Other/Unknown",0.47,0.53,"HIGH"
98,"2","N3","Other/Unknown",0.47,0.53,"HIGH"
99,"2","N3","Other/Unknown",0.47,0.53,"HIGH"
0,"1","Other/Unknown","Other/Unknown",0.8554,0.1446,"LOW"
1,"1","Other/Unknown","Other/Unknown",0.8554,0.1446,"LOW"
2,"1","Other/Unknown","Other/Unknown",0.8571,0.1429,"LOW"
3,"1","Other/Unknown","Other/Unknown",0.8571,0.1429,"LOW"
4,"1","Other/Unknown","Other/Unknown",0.8575,0.1425,"LOW"
5,"1","Other/Unknown","Other/Unknown",0.8394,0.1606,"LOW"
6,"1","Other/Unknown","Other/Unknown",0.8174,0.1826,"LOW"
7,"1","Other/Unknown","Other/Unknown",0.8197,0.1803,"LOW"
8,"1","Other/Unknown","Other/Unknown",0.8645,0.1355,"LOW"
9,"1","Other/Unknown","Other/Unknown",0.8645,0.1355,"LOW"
10,"1","Other/Unknown","Other/Unknown",0.8645,0.1355,"LOW"
11,"1","Other/Unknown","Other/Unknown",0.8645,0.1355,"LOW"
12,"1","Other/Unknown","Other/Unknown",0.8645,0.1355,"LOW"
13,"1","Other/Unknown","Other/Unknown",0.8645,0.1355,"LOW"
14,"1","Other/Unknown","Other/Unknown",0.8645,0.1355,"LOW"
15,"1","Other/Unknown","Other/Unknown",0.8645,0.1355,"LOW"
16,"1","Other/Unknown","Other/Unknown",0.8508,0.1492,"LOW"
17,"1","Other/Unknown","Other/Unknown",0.8523,0.1477,"LOW"
18,"1","Other/Unknown","Other/Unknown",0.8561,0.1439,"LOW"
19,"1","Other/Unknown","Other/Unknown",0.8483,0.1517,"LOW"
20,"1","Other/Unknown","Other/Unknown",0.8552,0.1448,"LOW"
21,"1","Other/Unknown","Other/Unknown",0.8495,0.1505,"LOW"
22,"1","Other/Unknown","Other/Unknown",0.8523,0.1477,"LOW"
23,"1","Other/Unknown","Other/Unknown",0.8529,0.1471,"LOW"
24,"1","Other/Unknown","Other/Unknown",0.843,0.157,"LOW"
25,"1","Other/Unknown","Other/Unknown",0.8441,0.1559,"LOW"
26,"1","Other/Unknown","Other/Unknown",0.8181,0.1819,"LOW"
27,"1","Other/Unknown","Other/Unknown",0.8254,0.1746,"LOW"
28,"1","Other/Unknown","Other/Unknown",0.8337,0.1663,"LOW"
29,"1","Other/Unknown","Other/Unknown",0.835,0.165,"LOW"
30,"1","Other/Unknown","Other/Unknown",0.8337,0.1663,"LOW"
31,"1","Other/Unknown","Other/Unknown",0.8312,0.1688,"LOW"
32,"1","Other/Unknown","Other/Unknown",0.829,0.171,"LOW"
33,"1","Other/Unknown","Other/Unknown",0.8339,0.1661,"LOW"
34,"1","Other/Unknown","Other/Unknown",0.8333,0.1667,"LOW"
35,"1","Other/Unknown","Other/Unknown",0.8325,0.1675,"LOW"
36,"1","Other/Unknown","Other/Unknown",0.8285,0.1715,"LOW"
37,"1","Other/Unknown","Other/Unknown",0.8263,0.1737,"LOW"
38,"1","Other/Unknown","Other/Unknown",0.8269,0.1731,"LOW"
39,"1","Other/Unknown","Other/Unknown",0.8297,0.1703,"LOW"
40,"1","Other/Unknown","Other/Unknown",0.8298,0.1702,"LOW"
41,"1","Other/Unknown","Other/Unknown",0.8314,0.1686,"LOW"
42,"1","Other/Unknown","Other/Unknown",0.8313,0.1687,"LOW"
43,"1","Other/Unknown","Other/Unknown",0.8312,0.1688,"LOW"
44,"1","Other/Unknown","Other/Unknown",0.8314,0.1686,"LOW"
45,"1","Other/Unknown","Other/Unknown",0.8301,0.1699,"LOW"
46,"1","Other/Unknown","Other/Unknown",0.8301,0.1699,"LOW"
47,"1","Other/Unknown","Other/Unknown",0.8292,0.1708,"LOW"
48,"1","Other/Unknown","Other/Unknown",0.8294,0.1706,"LOW"
49,"1","Other/Unknown","Other/Unknown",0.8275,0.1725,"LOW"
50,"1","Other/Unknown","Other/Unknown",0.8278,0.1722,"LOW"
51,"1","Other/Unknown","Other/Unknown",0.8283,0.1717,"LOW"
52,"1","Other/Unknown","Other/Unknown",0.8302,0.1698,"LOW"
53,"1","Other/Unknown","Other/Unknown",0.8293,0.1707,"LOW"
54,"1","Other/Unknown","Other/Unknown",0.8251,0.1749,"LOW"
55,"1","Other/Unknown","Other/Unknown",0.8257,0.1743,"LOW"
56,"1","Other/Unknown","Other/Unknown",0.82,0.18,"LOW"
57,"1","Other/Unknown","Other/Unknown",0.8168,0.1832,"LOW"
58,"1","Other/Unknown","Other/Unknown",0.8155,0.1845,"LOW"
59,"1","Other/Unknown","Other/Unknown",0.8153,0.1847,"LOW"
60,"1","Other/Unknown","Other/Unknown",0.8165,0.1835,"LOW"
61,"1","Other/Unknown","Other/Unknown",0.8162,0.1838,"LOW"
62,"1","Other/Unknown","Other/Unknown",0.817,0.183,"LOW"
63,"1","Other/Unknown","Other/Unknown",0.8162,0.1838,"LOW"
64,"1","Other/Unknown","Other/Unknown",0.8195,0.1805,"LOW"
65,"1","Other/Unknown","Other/Unknown",0.8202,0.1798,"LOW"
66,"1","Other/Unknown","Other/Unknown",0.8198,0.1802,"LOW"
67,"1","Other/Unknown","Other/Unknown",0.8216,0.1784,"LOW"
68,"1","Other/Unknown","Other/Unknown",0.819,0.181,"LOW"
69,"1","Other/Unknown","Other/Unknown",0.8205,0.1795,"LOW"
70,"1","Other/Unknown","Other/Unknown",0.8139,0.1861,"LOW"
71,"1","Other/Unknown","Other/Unknown",0.8166,0.1834,"LOW"
72,"1","Other/Unknown","Other/Unknown",0.8162,0.1838,"LOW"
73,"1","Other/Unknown","Other/Unknown",0.8137,0.1863,"LOW"
74,"1","Other/Unknown","Other/Unknown",0.8077,0.1923,"LOW"
75,"1","Other/Unknown","Other/Unknown",0.8072,0.1928,"LOW"
76,"1","Other/Unknown","Other/Unknown",0.8087,0.1913,"LOW"
77,"1","Other/Unknown","Other/Unknown",0.8078,0.1922,"LOW"
78,"1","Other/Unknown","Other/Unknown",0.8092,0.1908,"LOW"
79,"1","Other/Unknown","Other/Unknown",0.8104,0.1896,"LOW"
80,"1","Other/Unknown","Other/Unknown",0.8089,0.1911,"LOW"
81,"1","Other/Unknown","Other/Unknown",0.8096,0.1904,"LOW"
82,"1","Other/Unknown","Other/Unknown",0.81,0.19,"LOW"
83,"1","Other/Unknown","Other/Unknown",0.8068,0.1932,"LOW"
84,"1","Other/Unknown","Other/Unknown",0.8073,0.1927,"LOW"
85,"1","Other/Unknown","Other/Unknown",0.8069,0.1931,"LOW"
86,"1","Other/Unknown","Other/Unknown",0.8056,0.1944,"LOW"
87,"1","Other/Unknown","Other/Unknown",0.8055,0.1945,"LOW"
88,"1","Other/Unknown","Other/Unknown",0.8057,0.1943,"LOW"
89,"1","Other/Unknown","Other/Unknown",0.8041,0.1959,"LOW"
90,"1","Other/Unknown","Other/Unknown",0.8088,0.1912,"LOW"
91,"1","Other/Unknown","Other/Unknown",0.8088,0.1912,"LOW"
92,"1","Other/Unknown","Other/Unknown",0.8088,0.1912,"LOW"
93,"1","Other/Unknown","Other/Unknown",0.8088,0.1912,"LOW"
94,"1","Other/Unknown","Other/Unknown",0.8088,0.1912,"LOW"
95,"1","Other/Unknown","Other/Unknown",0.8088,0.1912,"LOW"
96,"1","Other/Unknown","Other/Unknown",0.8088,0.1912,"LOW"
97,"1","Other/Unknown","Other/Unknown",0.8088,0.1912,"LOW"
98,"1","Other/Unknown","Other/Unknown",0.8088,0.1912,"LOW"
99,"1","Other/Unknown","Other/Unknown",0.8088,0.1912,"LOW"
0,"2","Other/Unknown","Other/Unknown",0.8979,0.1021,"LOW"
1,"2","Other/Unknown","Other/Unknown",0.8979,0.1021,"LOW"
2,"2","Other/Unknown","Other/Unknown",0.8879,0.1121,"LOW"
3,"2","Other/Unknown","Other/Unknown",0.8359,0.1641,"LOW"
4,"2","Other/Unknown","Other/Unknown",0.8883,0.1117,"LOW"
5,"2","Other/Unknown","Other/Unknown",0.9131,0.0869,"LOW"
6,"2","Other/Unknown","Other/Unknown",0.9111,0.0889,"LOW"
7,"2","Other/Unknown","Other/Unknown",0.913,0.087,"LOW"
8,"2","Other/Unknown","Other/Unknown",0.913,0.087,"LOW"
9,"2","Other/Unknown","Other/Unknown",0.913,0.087,"LOW"
10,"2","Other/Unknown","Other/Unknown",0.913,0.087,"LOW"
11,"2","Other/Unknown","Other/Unknown",0.913,0.087,"LOW"
12,"2","Other/Unknown","Other/Unknown",0.913,0.087,"LOW"
13,"2","Other/Unknown","Other/Unknown",0.913,0.087,"LOW"
14,"2","Other/Unknown","Other/Unknown",0.913,0.087,"LOW"
15,"2","Other/Unknown","Other/Unknown",0.9124,0.0876,"LOW"
16,"2","Other/Unknown","Other/Unknown",0.8955,0.1045,"LOW"
17,"2","Other/Unknown","Other/Unknown",0.9051,0.0949,"LOW"
18,"2","Other/Unknown","Other/Unknown",0.915,0.085,"LOW"
19,"2","Other/Unknown","Other/Unknown",0.915,0.085,"LOW"
20,"2","Other/Unknown","Other/Unknown",0.9119,0.0881,"LOW"
21,"2","Other/Unknown","Other/Unknown",0.9159,0.0841,"LOW"
22,"2","Other/Unknown","Other/Unknown",0.916,0.084,"LOW"
23,"2","Other/Unknown","Other/Unknown",0.9076,0.0924,"LOW"
24,"2","Other/Unknown","Other/Unknown",0.9103,0.0897,"LOW"
25,"2","Other/Unknown","Other/Unknown",0.9112,0.0888,"LOW"
26,"2","Other/Unknown","Other/Unknown",0.9101,0.0899,"LOW"
27,"2","Other/Unknown","Other/Unknown",0.9129,0.0871,"LOW"
28,"2","Other/Unknown","Other/Unknown",0.9117,0.0883,"LOW"
29,"2","Other/Unknown","Other/Unknown",0.9113,0.0887,"LOW"
30,"2","Other/Unknown","Other/Unknown",0.9034,0.0966,"LOW"
31,"2","Other/Unknown","Other/Unknown",0.9063,0.0937,"LOW"
32,"2","Other/Unknown","Other/Unknown",0.9025,0.0975,"LOW"
33,"2","Other/Unknown","Other/Unknown",0.8982,0.1018,"LOW"
34,"2","Other/Unknown","Other/Unknown",0.8948,0.1052,"LOW"
35,"2","Other/Unknown","Other/Unknown",0.8857,0.1143,"LOW"
36,"2","Other/Unknown","Other/Unknown",0.8911,0.1089,"LOW"
37,"2","Other/Unknown","Other/Unknown",0.8917,0.1083,"LOW"
38,"2","Other/Unknown","Other/Unknown",0.8898,0.1102,"LOW"
39,"2","Other/Unknown","Other/Unknown",0.8874,0.1126,"LOW"
40,"2","Other/Unknown","Other/Unknown",0.8892,0.1108,"LOW"
41,"2","Other/Unknown","Other/Unknown",0.8879,0.1121,"LOW"
42,"2","Other/Unknown","Other/Unknown",0.8923,0.1077,"LOW"
43,"2","Other/Unknown","Other/Unknown",0.8883,0.1117,"LOW"
44,"2","Other/Unknown","Other/Unknown",0.8889,0.1111,"LOW"
45,"2","Other/Unknown","Other/Unknown",0.8861,0.1139,"LOW"
46,"2","Other/Unknown","Other/Unknown",0.8908,0.1092,"LOW"
47,"2","Other/Unknown","Other/Unknown",0.8898,0.1102,"LOW"
48,"2","Other/Unknown","Other/Unknown",0.8904,0.1096,"LOW"
49,"2","Other/Unknown","Other/Unknown",0.888,0.112,"LOW"
50,"2","Other/Unknown","Other/Unknown",0.8886,0.1114,"LOW"
51,"2","Other/Unknown","Other/Unknown",0.8885,0.1115,"LOW"
52,"2","Other/Unknown","Other/Unknown",0.8863,0.1137,"LOW"
53,"2","Other/Unknown","Other/Unknown",0.8865,0.1135,"LOW"
54,"2","Other/Unknown","Other/Unknown",0.8849,0.1151,"LOW"
55,"2","Other/Unknown","Other/Unknown",0.8857,0.1143,"LOW"
56,"2","Other/Unknown","Other/Unknown",0.8818,0.1182,"LOW"
57,"2","Other/Unknown","Other/Unknown",0.8695,0.1305,"LOW"
58,"2","Other/Unknown","Other/Unknown",0.8715,0.1285,"LOW"
59,"2","Other/Unknown","Other/Unknown",0.8629,0.1371,"LOW"
60,"2","Other/Unknown","Other/Unknown",0.8592,0.1408,"LOW"
61,"2","Other/Unknown","Other/Unknown",0.8572,0.1428,"LOW"
62,"2","Other/Unknown","Other/Unknown",0.8571,0.1429,"LOW"
63,"2","Other/Unknown","Other/Unknown",0.8535,0.1465,"LOW"
64,"2","Other/Unknown","Other/Unknown",0.8563,0.1437,"LOW"
65,"2","Other/Unknown","Other/Unknown",0.8553,0.1447,"LOW"
66,"2","Other/Unknown","Other/Unknown",0.8601,0.1399,"LOW"
67,"2","Other/Unknown","Other/Unknown",0.8607,0.1393,"LOW"
